Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
'In The Heights' Original Broadway Company,Blackout,"[PIRAGUA GUY] ¿Oye, qué pasó?  [USNAVI] Blackout, blackout!  [PIRAGUA GUY (GRAFFITI PETE/TWO MEN)] Vino el apagón, ¡ay dios! (Oh, no!)  [PIRAGUA GUY/TWO MEN, USNAVI, ENSEMBLE] ¿Oye, qué pasó? (Blackout, blackout!) (Oh, no!)  [PIRAGUA GUY/TWO MEN, BENNY, ENSEMBLE] Vino el apagón, ¡ay dios! (Hold up, wait, hold up, wait!) (Oh, no!)  [USNAVI, BENNY, ENSEMBLE] Yo! I! Can’t see! (Nina, where'd you go?) (Oh, no!) Quit shovin’ you son of a— (I can't find you) (Oh, no!) It’s an oven and we gotta back out (Nina, take it slow, I'm behind you) (Oh, no!) This is a blackout! (Oh, no) Chill, for real or we’re gonna get killed! [KEVIN, SONNY, MEN] Calling all ​taxis! (What's going on, what's going on?) (Oh, no!)  [KEVIN/USNAVI, SONNY, MEN] Everyone ​relax ​please (Suddenly I find the electricity is gone) (Oh, no!)  [KEVIN, SONNY, MEN] Calling all ​taxis! (What's going on, what's going on?) (Oh, no!)  [KEVIN/USNAVI, SONNY, MEN] Everyone ​relax ​please (I gotta guard the store, make sure that nothing's going wrong) (Oh, no!)  [BENNY, SONNY, ENSEMBLE] Somebody better open these goddamn doors! (What's going on, what's going on?) (Oh, no!)  [VANESSA, SONNY, ENSEMBLE] Somebody better open these goddamn doors! (Gotta find Usnavi, tell him what is going on) (Oh, no!)  [BENNY, SONNY, ENSEMBLE] Somebody better open these goddamn doors! (Nothing is on, nothing is on) (Oh, no!)  [VANESSA/SONNY, ENSEMBLE] And I can’t find Usnavi (No! No! No!)  [BENNY, USNAVI, NINA] Nina where’d you go? (Vanessa) (Has anyone seen Benny?) Nina where’d you go? (Vanessa) Nina where’d you go? (Vanessa) (Benny) [BENNY, USNAVI, VANESSA] I can’t find you! (I gotta go) (Usnavi, help me!)  [BENNY, USNAVI, NINA] Nina where’d you go? (Vanessa) (Has anyone seen Benny?) Nina where’d you go? (Vanessa) Nina where’d you go? (Vanessa) (Benny)  [BENNY, USNAVI, VANESSA] I can’t find you! (I gotta go) (Usnavi, help me!)  [KEVIN, VANESSA] Please find Nina! Find Camila! (Find my way home) If you see my family Bring them home! (Usnavi, help me!)  [SONNY, VANESSA] We are powerless We are powerless (You left me alone!)  [SONNY/CAMILA/PIRAGUA GUY/ENSEMBLE] We are powerless, we are powerless  [GRAFFITI PETE] Yo! Yo! They throwin’ bottles in the street People lootin’ and shootin’ Sonny, they wanna see a robbery We gotta keep movin’ [SONNY] Naw, man, I can’t leave, we gotta guard the store!  [GRAFFITI PETE] They gonna bombard the store Until you ain’t got a store no more!  [SONNY] I got a baseball bat on a rack in the back  [GRAFFITI PETE] I got a couple Roman candles We can distract the vandals  [SONNY] Hey, yo, I see some thugs comin’ Man, we gonna get jacked up  [GRAFFITI PETE] Gimme a light, I’ll be right back. Back up—  [GRAFFITI PETE/SONNY] Back up! Back up!  [An explosion is heard as fireworks are set off.]  [COMPANY] Look at the fireworks, look at the fireworks fly Light up the night sky, light up the night sky Look at the fireworks, look at the fireworks fly Light up the night sky, light up the night sky  [SONNY] It’s late and this grate won’t come down, come down!  [SONNY, CARLA] It’s late and this grate (Oh God, so much panic!) Won’t come down! (The crowd was manic)  [SONNY/TWO MEN, CARLA, DANIELA] We are ​powerless (With everybody screaming and shoving and shouting and slapping) (Mira, mi amor, házme un favor) We are ​powerless (And everyone's franctic! What's happening with you?) (Despiértale abuela y a lo mejor ella tiene una vela)  [SONNY/CARLA/PIRAGUA GUY/MEN, DANIELA] We are powerless (Estuve bailando cuando vino el apagón)  [SONNY/CARLA/PIRAGUA GUY/VANESSA/ENSEMBLE, DANIELA] We are powerless (Aquí hay gente)  [SONNY/PIRAGUA GUY/VANESSA/ENSEMBLE, DANIELA] Powerless! (Pero no sé quienes son)  [COMPANY] Look at the fireworks  [USNAVI] Abuela, are you alright?  [COMPANY] Light up the night sky  [ABUELA CLAUDIA] The stars are out tonight!  [COMPANY] Look at the fireworks  [USNAVI] You’re not alone tonight  [COMPANY] Light up the night sky  [USNAVI (ABUELA CLAUDIA)] You’re not alone tonight (I'm not alone tonight)  [ABUELA CLAUDIA] Usnavi, please promise me You’ll guard this with your life  [USNAVI] Abuela, I’ve never seen—  [USNAVI/ABUELA CLAUDIA] This much money in my life!  [BENNY] Nina, there you are!  [NINA] I’ve gotta go!  [BENNY] I’ll get you out of here tonight  [NINA] I don’t need anything! Tonight, I can find my way home—  [BENNY] Then find your way home!  [NINA] Without you  [NINA/BENNY] Without you!  [Nina runs off.]  [USNAVI/KEVIN/SONNY/ENSEMBLE] Look at the fireworks  [PIRAGUA GUY/DANIELA/CARLA/ENSEMBLE] Look at the fireworks  [USNAVI/KEVIN/SONNY/ENSEMBLE] Look at the fireworks  [PIRAGUA GUY/DANIELA/CARLA/ENSEMBLE] Look at the fireworks  [COMPANY] Light up the night sky  [CARLA/DANIELA/PIRAGUA GUY/TWO MEN] Light up the night sky  [COMPANY] En Washington— Look at the fireworks Look at the fireworks  [VANESSA/ABUELA CLAUDIA/USNAVI/ENSEMBLE] Light up the night sky  [GRAFFITI PETE/THREE WOMEN/THREE MEN] Light up the night sky  [Benny finds Nina. They kiss.]  [COMPANY] En Washington Heights!",03:57,joy,hip hop,In the Heights (Original Broadway Cast Recording),3rd June 2008,G min,100,-5.49db,4/4,No,40,67,59,45,5,8,44,0,0,0,0,0,0,0,0,0,0,"Eurythmics,Annie Lennox,Dave Stewart",It's Alright,0.979032336417892,"Eurythmics,Annie Lennox,Dave Stewart",It's Alright (Baby's Coming Back),0.979032336417892,"Eurythmics,Annie Lennox,Dave Stewart",Its Alright Babys Coming Back,0.9722188900136548
'In The Heights' Original Broadway Company,The Club,"[CLUB PEOPLE] Vanessa!  [USNAVI] Damn, this is nice I really like what they’ve done with the lights So, the hot club in Washington Heights You might be right, this music’s tight Yo, did I mention that you look great tonight? Because you do, you really—  [VANESSA] Usnavi, relax!  [USNAVI] Relax, qué relaxed? I’m relaxed  [MAN & WOMAN] Wepa! Vanessa!  [USNAVI] So you’ve been here before I don’t go out, I get so busy with the store Y cada día it’s a brand new chore My arms are sore, no time for the dance floor But maybe you and me should hang out some more I’m such a dork, but I— [VANESSA] Let’s go get a drink  [USNAVI] Something sweet  [VANESSA] You know me, a little bit of cinnamon  [CLUB PEOPLE] Wepa! Vanessa!  [BENNY] Here’s to getting fired!  [USNAVI] To killing the mood!  [BENNY/USNAVI] Salud!  [BENNY] Without so much as a “thank you!”  [USNAVI] After five long years [BENNY/USNAVI] Cheers!  [BENNY] To finally getting Vanessa! Man, fix your collar  [USNAVI] Holler!  [BENNY] To doing shots on a weekend!  [USNAVI] As long as you buy ‘em, l’chaim!  [CLUB GUY] Hey, you!  [VANESSA] Who?  [CLUB GUY] You!  [VANESSA] Who, me? [CLUB GUY] You wanna dance?  [VANESSA] Naw, man…  [CLUB GUY] Okay, I took my chance  [USNAVI] It’s cool, it’s cool, hey, if you want to  [VANESSA] You don’t mind?  [USNAVI] I’m fine! I’m fine!  [BENNY] Yo!  [USNAVI] Yo!  [BENNY] Who’s Vanessa talkin’ to?  [USNAVI] Some dude  [BENNY] Some dude?! That’s messed up, she’s tryin’ to make you jealous!  [USNAVI] Jealous, I ain’t jealous! I can take all these fellas, whatever!  [Usnavi grabs Vanessa from Club Guy and dances with her.]  [NINA] Benny, can we take a walk outside?  [BENNY] And there she is  [NINA] I’m so sorry, I didn’t know  [BENNY] Who let you in? Yo, this is the girl who cost us our jobs today!  [NINA] I’m gonna make it right  [BENNY] A toast to the end of all I know  [NINA] You’ve had enough  [BENNY] Says the girl who has it all  [NINA] That’s not fair  [BENNY] Well why don’t you run home to Daddy? He loves to remind me That I’ll never be good enough for your family For you  [NINA] You don’t know me  [BENNY] Poor you  [NINA] I thought you were different  [Benny pulls Club Girl 1 to the dance floor.]  [BENNY] Salud  [A chorus of boys swoops in on Vanessa, stealing her from Usnavi, alternating as they swing her around the floor.]  [PIRAGUA GUY/GRAFFITI PETE/MEN] Vanessa, let me get the next one! Vanessa, let me interject some! The way you sweat, the way you flex on the floor It makes me want you more! Vanessa, let me get the next one! Vanessa, let me interject some! The way you sweat, the way you flex on the floor It makes me want you more! Vanessa, let me get the next one! Vanessa, let me interject some! The way you sweat, the way you flex on the floor It makes me want you more!  [Usnavi approaches a girl at the bar.]  [USNAVI] Bartender! Let me get an amaretto sour for this ghetto flower How are you so pretty? You complete me You had me at hello, you know you need me Truly, madly, deeply, let’s get freaky Oh, I get it, you’re the strong and silent type Well, I’m the Caribbean island type And I can drive you wild all night! But I digress, say something so I don’t stress  [CLUB GIRL 2] No hablo inglés  [USNAVI] Yes!  [Usnavi dances with Club Girl 2, while Benny dances with Club Girl 1. Vanessa dances with Club Guy and Nina finds a guy to dance with. Everyone rapidly alternates partners during the dance break, with Club Guy constantly stealing Benny's and Usnavi's partners. An angry Benny punches Club Guy across the face. There’s some more dancing, some fighting, and then the power goes out in Washington Heights.]",05:58,joy,hip hop,In the Heights (Original Broadway Cast Recording),3rd June 2008,G Maj,105,-6.97db,4/4,No,36,59,74,85,13,45,67,0,0,0,0,0,0,0,0,0,0,Parliament,Mothership Connection Star Child,0.9604132315257816,"Maze,Frankie Beverly",Joy and Pain,0.9401615799625492,Animal Collective,Man of Oil,0.9360627574001742
"'In The Heights' Original Broadway Company,Mandy Gonzalez",Breathe,"Piragua Guy: Sigue andando el camino Por toda su vida Respira Breathe Piragua Guy & Community: Y si pierdes mis huellas Que Dios te bendiga Respira Nina: This is my street I smile at the faces I've known all my life They regard me with pride And everyone's sweet They say, ""You're going places!"" So how can I say That while I was away I had so much to hide? Hey guys, it's me! The biggest disappointment you know The kid couldn't hack it She's back And she’s walking real slow Welcome home Just breathe Community: Sigue andando el camino Por toda su vida Respira. Just breathe— Y si pierdes mis huellas Que Dios te bendiga Respira As the radio plays Old forgotten boleros I think of the days When the city was mine I remember the praise, Community: Ay, the adoro, te quiero. Te adoro The neighborhood waved And said, ""Nina, be brave, Te quiero And you're gonna be fine!"" Respira! And maybe it's me, Respira! But it all seems like Lifetimes ago So what do I say To these faces That I used to know? ""Hey, I'm home?"" Neighbor Lady: Mira, Nina Hey Lady & Community: No me preocupo por ella They're not worried about me Mira, allí esta nuestra estrella They are all counting on me to succeed Ella si da la talla Nina: Community: I am the one who made it out. Aaah! The one who always Aaah! Made the grade. Aaah! But maybe I should Mira Have just stayed home, Nina When I was a chil I stayed wide awake Climbed to the highest place On every fire escape— Restless to climb. Respira I got every scholarship Saved every dollar The first to go to college How do I tell them why Respira I'm coming back home With my eyes on Aaah! The horizon, Aaah! Just me and the GWB Asking, gee Nina What'll you be? Straighten the spine Smile for the neighbors Everything's fine Everything's cool The standard reply ""Lots of tests Lots of papers."" Smile, wave goodbye And pray to the sky Oh God And what will my parent say? Nina Can I go in there and say, Nina ""I know that I'm Letting you down, "" Abuela Claudia: Nina Just breathe",04:04,joy,pop,In the Heights (Original Broadway Cast Recording),3rd June 2008,A# Maj,172,-10.75db,3/4,No,47,24,40,14,7,11,85,0,0,0,0,0,0,0,0,0,0,Taylor Swift,Beautiful Ghosts,0.9946448488497578,Alex Porat,All I Want,0.9898363776975924,Emma Bale,All I Want,0.9883009874815226
"'Legally Blonde' Ensemble,Michael Rupert,Nikki Snelson",Whipped Into Shape,"[BROOKE, spoken] Hi, I'm Brooke Wyndham and welcome back To the Wyndham Workout Disk Two Challenge And our daily commitment to being the best that we can be  [ENSEMBLE, spoken] YEAH!  [BROOKE, spoken] So grab your Cardiowhip 5000 'Cause if you wanna get ripped, you gotta get whipped  (sung) Do you want an easy miracle? Do you wanna lose a pound or two? Then you can turn this off right now My workout's not for you I'm talking to the woman who wants it all Gotta pay for what you get 'Cause size two clothes don't come to those Too lazy to sweat [BROOKE] I want you whipped into shape When I say jump, say ""How high?"" You know you're doing it right When you start to cry If you don't look like you should You've got to whip it, whip it Whip it good I'm sorry, ladies, no escape Till you're whipped into shape  [ENSEMBLE] Whipped into shape  [BROOKE, spoken] Come on, Sabrina, you heifer! Work it out!  [ENSEMBLE] Whipped into shape  [SABRINA, spoken] I hate you, Brooke And I love you for it  [ENSEMBLE] Whipped into sh— [ENID, spoken] Hey, why'd you pause it?  [CALLAHAN, spoken] We have a lot to cover  (sung) Meet our brand new client, Brooke You can laugh, but she's made tons Off her DVDs and book ""Whip Your Way to Tighter Buns"" Happily married, so she swears To her sixty-year-old stud Till stepdaughter came downstairs And found Brooke all covered in his blood  If Brooke took a plea, I'd have her out in 3 to 4 But she claims she did not kill him  [WARNER, spoken] Did she?  [CALLAHAN, spoken] Let's watch some more  [BROOKE] But it's more than just a workout It's a defensive weapon too Simply wrap it 'round your assailant's neck And pull till he turns blue You can also use the patented handle grip To shatter your attacker's spine And all for three small payments of [ENSEMBLE] Nineteen-ninety-nine!  [BROOKE] You'll have him whipped into shape When you get grief from a guy Just work him over with this Till he starts to cry If he don't act like he should You've got to whip it, whip it Whip it good It gets you out of any scrape It gets you whipped into shape  (spoken) Come on, people!  [ENSEMBLE] Whipped into shape  [BROOKE, spoken] What does not kill us makes us hotter!  [CALLAHAN, spoken] Hands, who thinks she's guilty?  (sung) Okay, now here is where you kids come in Brooke has trouble trusting me I'm her only chance to win But I don't speak MTV Though Brooke won't help her own defense She may listen to her peers Go and place a little sense In the space between her ears  [ELLE, spoken] I'm a Delta—  [CALLAHAN, spoken] Not now  (sung) I want her whipped into shape If there's a brain in that hair Tell it that I am the key It's a plea, or the chair See, when I talk to her I get neither plea nor plan nor alibi To quote from our defendant's​ tape I want her whipped into shape  (spoken) To the jail!  [BROOKE, spoken] Ladies, just because we're at Boston Women's Correctional Facility Does not mean we can't become the best that we can be Here we go!  Circle, circle, under, over, through, around Again! Good! Circle, circle, under, over, through, around Alright, ladies, we can't break out of here But we sure can break a sweat Left, right! Left, right! Good!  [BROOKE/ENSEMBLE] Left, right, left, right, left, right!  [BROOKE, spoken] Work it out!  [ENSEMBLE] I want you whipped into shape When I say jump, say ""How high?"" You know you're doing it right When you start to cry If you don't look like you should  [BROOKE] You've got to  [ENSEMBLE] Whip it, whip it Whip it good  [BROOKE] Like prison, ladies, no escape Till you're whipped into shape  [ENSEMBLE] Whip it Whip it  [BROOKE] Whipped into shape  [ENSEMBLE] Whip it Whip it  [BROOKE] Swipe it, swipe it, swipe it through Jack it up, double jump  [ENSEMBLE] Swipe it, swipe it, swipe it through Jack it up, double jump  [BROOKE, spoken] That's right! You've got it!  [BROOKE/ENSEMBLE] Whip it, whip it, whip it Get whipped into shape!",04:20,joy,hip hop,Legally Blonde The Musical (Original Broadway Cast Recording),16th July 2007,F# Maj,119,-9.88db,4/4,No,46,53,72,68,46,8,40,0,0,0,0,0,0,0,0,0,1,Faydee,Crazy,0.966974369408191,"Dexta Daps,Tifa",Jealous Ova,0.95892647669455,"Leslie Kritzer,Adam Dannheisser,Sophia Anne Caruso,Kerry Butler,Rob McClure,Alex Brightman,Danny Rutigliano,Jill Abramovitz,Beetlejuice Original Broadway Cast Recording Ensemble,Ramone Owens",Day-O The Banana Boat Song Act I Finale,0.9588360825017264
'Lgado,Bd Up,"[Intro: LGado] Ayee Smokin dope.. Early in the morning real warm on the coast With the foreigns on the boat  [Verse 1: LGado] Im in Florida smokin dope Early in the morning real warm on the coast With the foreigns on the boat Bitch Im going for the most Soaring like a nigga wasn't born from the GO with the horns and the coat Im just some young nigga, come straight off 53rd Niggas fu and niggas blue thats why they with the Smurfs Im fouling with the work, Im styling in Cmurge In that challenger no balance when I hit the curb They like wow he switched up his style Told that bitch dont let me drown when you hold me down Come let off a hundred rounds, leave you in a gown I dont want to gun him down Im getting money now, hundreds now [Hook: LGado] Flipping P's, Im gettin cake, Im Willy Wonka Put that heat all in yo face like Benihanas Kick my feet up eat some steak and eat some pasta Smoking weed, she need a date, I be like un un Bitch you got me fucked up Too fucked up Bitch Im bossed up Bitch Im B'd up Im too B'd up Can't hear, can't see none Bitch Im B'd up Bitch Im B'd up  [Verse 2: LGado] What he say? I told that lil bitch Im a monster But on foe'nem I came out for play in the Bahamas Shakin out the ceilings, we got weight in them apartments Excuse me darling, excuse me in the Martians Takin out the garbage, or when Im parkin Slide out the garage, that bitch look just like Mrs. Parker Thought she was too old, but my roll my shit larger Caught him by the store, kick a door we need bars I be up just elevatin, on this letter, turn this cheddar to some real estate Eat off my dinner plate Two pounds, lifting weights Im on this apple, not discussion Bussin its a grape, Im bussin in this BAPE [Hook: LGado] Flipping P's, Im gettin cake, Im Willy Wonka Put that heat all in yo face like Benihanas Kick my feet up eat some steak and eat some pasta Smoking weed, she need a date, I be like un un Bitch you got me fucked up Too fucked up Bitch Im bossed up Bitch Im B'd up Im too B'd up Can't hear, can't see none Bitch Im B'd up Bitch Im B'd up",02:50,anger,hip hop,B'd Up,1st July 2017,C# Maj,148,-8.06db,4/4,Yes,6,51,81,25,42,27,3,0,0,0,0,0,0,0,0,0,0,Lil Pearl,Billionare,0.993361189671256,Lil Wop,Insidious,0.9893725612659546,S3nsi Molly,9X,0.9885932543885424
'Lgado,50 Cent,"..doing old moves ..Give a fuck do what i want to do Hit yo ass up boy I done warned..  [Hook: LGado] Young nigga but Im from the old school On the dance floor nigga doing old moves I dont give a fuck I do what I want to do I hit yo ass up boy I done warned you Party finna start then we ending the shit All yo heat in the car, mines in this bitch  [Verse 1: Lgado] They thought we was finna starve I go hit me a lick I been going hard like I'm 50 Cent My bitch got the melon in Bitch I'm heaven sent This shit a'int no juice bitch I'm sippin medicine We will get shit sent up Get you picked up I'm a veteran flexin in this letterman They say bitches jockin and shit, cus I'm poppin and shit I go all in, I ain't stoppin for shit Like lets go down town Get some lobster and shrimp I make em bow down While I'm cockin the blick Aye I got the lean Bitch I'm choppin n sippin Aye I'm in her jeans but I'm not adopting a kid I be rockin the gig Open box with no the ring, bitch we dont box in the ring cus we got Glocks with the sticks And out swaggin, flyin down Ashland Im about to crash it You shouldved seen my last whip, I gotta have it I'm through the town flyin shit Thats why i ride passenger Ion got time I'm thinkin about my last bitch, but that was past tense I'm tryna get in my bag, bitch thats why I rap I'm too busy with that trap shit, That get that fast shit I see niggas wanna act, put em in a casket Fuckin on this actress that was my last skit Sippin on this activis thats a bad kit Drop em like a egg put em in a basket Move to miami with my lil bad bitch [Hook: LGado] ..From the old school On the dance floor nigga doing old moves I dont give a fuck, I do what I want to do I hit yo ass up boy I done warned you Party finna start then we ending the shit All yo heat in the car, mines in this bitch Say my diamonds, my fitted, and my drank on Im rollin off the pound, I got the stank on me My bitch got the melon in I'm heaven sent This shit ain't no juice, bitch I'm sippin medicine We will get shit sent up Get you picked up I'm a veteran flexin in this letterman",03:02,anger,hip hop,50 Cent,4th September 2017,C# Maj,160,-9.37db,4/4,Yes,10,49,78,27,45,12,18,0,0,0,0,0,0,0,0,0,0,"Bandhunta Izzy,Bandhunta Jugg,YBG Sleezy",Murda Music,0.9908454187217588,El Hitta,Rest In Piss,0.9901372205703768,"Lil Gotit,Lil PJ",Tellin Ya,0.9893290247623894
'She Loves Me' 2016 Broadway Company,Twelve Days To Christmas,"[CAROLERS] On the first day of Christmas, my true love gave to me On the first day of Christmas, my true love gave to me On the first day of Christmas, my true love gave to me  [AMALIA, spoken] Good morning, Mr. Novak  [GEORG, spoken] Georg: Good morning, Ms. Balish. How are you today?  [AMALIA, spoken] Ready for thousands of customers  [GEORG, spoken] Only twelve days to go!  [CAROLERS] Fa la la la la la la la Fa la la la la la la Fa la la la Twelve days to Christmas Twelve days to Christmas Plenty of time to do your Christmas shopping  We are the people who shop in time, shop in time, plenty of time These are the people with time to spare who shop at our convenience  Twelve days to Christmas Twelve days to Christmas Look at the way they do our Christmas shopping  They can go shopping and still remain calm and sedate These are the people we envy and the people that we hate!  [AMALIA, GEORG, ARPAD, SIPOS, ILONA] Thank you, Thank you Please call again Do call again, thank you  [AMALIA, spoken] Quite a day, eh, Mr. Novak?  [GEORG, spoken] Oh, it certainly was, Ms. Balash  [AMALIA, spoken] Oh, thank you for the book, it was excellent [GEORG, spoken] I'm so glad you enjoyed it. Ah, Will you be taking the bus home today, Ms. Balash?  [AMALIA, spoken] Yes, I will  [GEORG, spoken] May I walk you to the bus stop?  [AMALIA, spoken] I'd like that Mr. Nowak  [CAROLERS] Twelve drummers drumming Twelve drummers drumming Eleven pipers piping Eleven pipers piping Ten lords a leaping Nine, Nine, Nine, Nine  Nine days to Christmas Nine days to Christmas Still enough time to do your Christmas shopping  We are the people who shop in time, shop in time, still enough time Sensible people who organize the time at our disposal Nine days to Christmas Nine days to Christmas Still enough time to do your Christmas shopping  These are the people who plan their days wisely and well These are the people who shop in time, and they can go to hell!  [AMALIA, GEORG, ARPAD, SIPOS, ILONA] Thank you, Thank you Please call again Do call again, thank you  [GEORG, spoken] Are you in a very great hurry today, Ms. Balash?  [AMALIA, spoken] No, not at all  [GEORG, spoken] I was thinking, maybe a cup of coffee on the way to the bus?  [AMALIA, spoken] I'd like that, Mr. Nowak  [GEORG, spoken] So would I  [CAROLERS] Eight maids a milking Seven swans a swimming Six geese a laying Five golden rings  Four days to Christmas Four days to Christmas Just enough time to do your Christmas shopping  We are the people who shop in time, just in time, barely in time We are the people who calculate with clinical precision  Four days to Christmas Four days to Christmas We are the folks who never waste a second  Full of a chilly efficiency Loaded with gall Never too early and never late And they're the worst of all!  [AMALIA, GEORG, ARPAD, SIPOS, ILONA] Thank you, Thank you Please call again Do call again, thank you  [AMALIA, spoken] Oh, What a day!  [GEORG, spoken] Ah! Just wait until the twenty-fourth  [CAROLERS] THE TWENTY FOURTH?! One day to Christmas One day to Christmas Not enough time to do our Christmas shopping  We're not the shopple who peeped in time We're not the sheeple who popped in time We're not the people who shopped in time Shopped in time, not enough time We are the people who always wait until it's much too late, OH!  One day to Christmas One day to Christmas How will we ever do our Christmas shopping?  Why did we ever delay so long, who can recall? Some of the family may not get a Christmas gift at all!  [AMALIA, GEORG, ARPAD, SIPOS, ILONA] Thank you, Thank you Please call again Do call again, thank you  [ALL] Merry Christmas!",03:44,joy,hip hop,She Loves Me (2016 Broadway Cast Recording),10th June 2016,B Maj,176,-8db,4/4,No,16,60,50,67,43,15,72,0,0,0,0,0,0,0,0,0,0,"Jah Cure,Padrino,Popcaan",Life Is Real,0.9815751729774118,Blu Samu,Sade Blu,0.9789469897690596,"Lucian,Noé",Fly by Night,0.9738830284218962
"'Something Rotten' Company,Wayne Kirkpatrick,Karey Kirkpatrick",Finale,"[SHYLOCK, spoken] Ladies and Gentlemen, Shylock Productions in association with Pilgrim Enterprises presents the Bottom Brothers - in their touching life story  [TROUPE] Who's that coming out of Cornwall With his brother It's Nick (And Nigel Bottom)  Who's that starting out with nothing But each other It's Nick (And Nigel Bottom)  [NICK & NIGEL] Yes we are the Bottom Brothers Writing plays just like our mother said we oughta do We've learned a thing or two  [BEA] He almost got us all beheaded  [NICK, spoken] Sorry! [PORTIA] Instead we just got banished-ed  [ALL] Yay!!!  [NICK & NIGEL] We came from London on a boat We landed here and went and wrote  [NICK, NIGEL, BEA & PORTIA] A play with songs And dancers galore  [BEA & PORTIA] It's something no one else has ever seen before  [ALL] So here we go, putting on a show  [NICK & NIGEL] And not just any old ordinary show  [NICK, NIGEL, BEA & PORTIA] A big and bold extraordinary show [ALL] A must see magical new original musical! A musical! There's nothing as amazing as a musical With song and dance and sweet romance And happy ending happening by happenstance And you'll see, it will be only the beginning This glorious creation called a musical  [SHYLOCK, spoken] Have you heard the news? Shakespeare's new play opened. They say it's his masterpiece  [NICK] What's it called?  [NIGEL] Hamlet  [NOSTRADAMUS] Hamlet - I was this close  [ALL] Welcome to America Where nothing rhymes with America But who's complaining We're living in the new world And living the dream It's our debut Welcome to America Where everything is new! Welcome to America Everything is new Welcome to America  [NICK] Land of opportunity!",02:31,joy,hip hop,Something Rotten! (Original Broadway Cast Recording),2nd June 2015,C Maj,129,-6.17db,4/4,No,30,70,58,53,36,13,60,0,0,0,0,1,0,0,0,0,0,"450,Weekday",Beast Mode,0.969846579014554,Petit Biscuit,Drivin Thru the Night,0.9462703540674916,Flight of the Conchords,Bowie,0.9441634618900376
"'Something Rotten' Ensemble,Wayne Kirkpatrick,Karey Kirkpatrick",The Black Death,"[ENSEMBLE] What's that coming up the Silk Road? Out of China? The Black Death Black Death, whoo! What's that creeping 'round your pee-pee? And your vagina? The Black Death Black Death, whoo!  The Black Death It's gonna get ya It's The Black Death It's gonna hit ya With those blisters Oozing like syrup That pesty little pestilence Is killing half of Europe  It's The Black Death And it's coming for you Mm-mm-mm-mmm-mmm Mmm-mmm The Black Death Black Death, whoo! Mm-mm-mm-mmm-mmm Mmm-mmm The Black Death Black Death, whoo!  The Black Death It's getting closer It's the Black Death It's getting grosser And it's making Its way across England Soon everything that's dangling Won't be any good for ding-land  It's The Black Death And it's coming for you  Black Death!",01:15,anger,hip hop,Something Rotten! (Original Broadway Cast Recording),2nd June 2015,E Maj,140,-8.96db,4/4,No,35,76,72,67,34,10,52,0,0,0,0,1,0,0,0,0,0,Guava Juice,Driving in My Whip,0.95759260128491,Vargskelethor,Ghostbusters,0.9420797138035388,"Lil Sko,C-Rock",Miss White Cocaine,0.9405843674937638
'Songs for a New World' 2018 Encores! Off-Center Company,Its about one moment Transition,"[WOMAN 1] It's about one moment The moment you see this world will be fine And in that one moment You turn and you see a boundary line And you've got one second To try to decide: Be safe or be free The new or the old And the wind starts to blow  [WOMAN 1, MAN 1 & MAN 2] The wind starts to, oh And oh You're suddenly a stranger You're suddenly a stranger With time to learn To touch the sky To touch the sky If you didn't try Then you'd never get to fly So you pick a spot to roam [ALL] And you're welcomed home To a new world, calling me to follow There's a new world just behind the door A new world calls me, and I'm ready To explore To explore",01:33,joy,hip hop,Songs for a New World (New York City Center 2018 Encores! Off-Center Cast Recording),25th January 2019,B Maj,142,-6.96db,4/4,No,14,45,52,35,4,49,54,0,0,0,0,0,0,0,0,0,0,Bob Rivers,Free As A Turd,0.9679976843237158,Kenny Rogers,Goin' Home To Rock,0.9617893523248195,Rivers Cuomo,Cant Stop Partying,0.9545052603226908
